PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,zip,isFromSocialMedia,Excelerate,GlobalShala,Grant Thornton China,Illinois Institute of Technology,Saint Louis University
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-07-09,Port Harcourt,211102,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",1.0,United States,High School Student,2022-11-09,Birmingham,48009,0,1,0,1,1,0
"['GlobalShala', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,Nigeria,Undergraduate Student,2022-09-28,Gombe,760252,0,1,1,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Ghana,Undergraduate Student,2023-07-24,Obuasi,233,0,1,1,1,1,1
['Saint Louis University'],1.0,United States,Graduate Program Student,2023-07-30,Saint Louis,63108,0,0,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Undergraduate Student,2023-06-14,Alexandria,21523,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Undergraduate Student,2023-06-15,Owerr,912,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Not in Education,2023-09-02,Abuja,900110,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-06-14,h,222222,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Not in Education,2023-05-28,Accra,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-07-07,Bhimavaram,534202,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Kenya,Graduate Program Student,2023-09-22,Mombasa,80100,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-03-24,Lucknow,226020,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-06-16,Mumbai,400014,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-24,Nizamabab,503002,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-08-03,hyderabad,500057,0,1,1,1,1,1
['Illinois Institute of Technology'],0.0,Ghana,Undergraduate Student,2023-08-24,Greater Accra,GT-356-0070,0,0,0,0,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-05-19,Ikorodu,23401,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Graduate Program Student,2023-06-16,A,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,High School Student,2023-07-12,Overland Park,66223,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Undergraduate Student,2023-06-11,ygcxedhjksl,gyxdsjiko,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Undergraduate Student,2023-02-22,Abakaliki Ebonyi,480271,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-06-12,Port Harcourt,50001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-11-09,Delhi,110027,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-10-13,Saint Louis,63108,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Undergraduate Student,2023-04-22,Cairo,3022337,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-05-24,Satara,415002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Qatar,High School Student,2023-06-17,Al Wakrah,0,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-10,hyderabad,500092,0,1,1,1,1,1
['Saint Louis University'],0.0,India,High School Student,2023-04-20,HYDERABAD,500060,0,0,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-04-30,Vijayawada,520008,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-14,Tirunelveli,627007,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-11,Panchkula,134108,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-06-01,Tirupati,517112,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-02,Mayiladuturai,609806,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-08,Kanpur,208005,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",1.0,India,Graduate Program Student,2022-10-14,Aurangabad,431001,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-25,Bengaluru,560006,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-01,Noida,201310,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nepal,Undergraduate Student,2023-05-11,Dhangadhi,10900,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ethiopia,Not in Education,2023-08-23,Sodo,251,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-09-15,Saint Louis,63146,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Not in Education,2023-08-30,Accra,233030,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-15,Yavatmal,445001,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-07,Kalyan,421306,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,High School Student,2023-08-28,Fct Abuja,21575,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-11,Pune,411041,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-04-22,Hyderabad,500045,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-06-16,Koraput,763002,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-09-04,saint louis,63108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-20,Ganapavaram,534198,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Morocco,Undergraduate Student,2023-04-21,Oujda,60040,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-08-09,Port Harcourt,500001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Not in Education,2023-06-15,Accra,233,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Pakistan,Undergraduate Student,2023-06-13,Lahore,54782,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-07-29,uyo,520271,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Undergraduate Student,2023-07-20,Masaka,962101,0,1,1,1,1,1
['Illinois Institute of Technology'],1.0,India,Undergraduate Student,2023-06-10,Patiala,147001,1,0,0,0,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Uganda,Undergraduate Student,2023-03-10,Kampala,256,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-10-09,Pune,411058,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,United States,Graduate Program Student,2022-10-19,Chicago,60616,0,1,1,1,1,0
"['GlobalShala', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,Graduate Program Student,2022-10-31,MANNARGUDI,614018,0,1,1,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-16,Mumbai,114009,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Undergraduate Student,2023-05-24,Aurora,60503,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-07-13,Eket,524101,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Undergraduate Student,2023-08-15,Saint Louis,63108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Graduate Program Student,2023-03-30,Muzaffargarh,34200,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-09,Jamshedpur,831017,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,Egypt,High School Student,2022-09-05,Obour,11828,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Vietnam,Undergraduate Student,2023-07-07,TB,6800,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,Brazil,High School Student,2022-11-26,Petropolis,25665-135,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Undergraduate Student,2023-06-29,Kumasi,GA107,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Not in Education,2023-07-19,Bahawalpur,63100,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-08-03,FCT,900001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-09-21,Pune,411058,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Indonesia,Undergraduate Student,2023-04-01,Kota Parepare,91112,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Kenya,Not in Education,2023-03-15,Nairobi,60200,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Undergraduate Student,2023-06-26,Branson,65616,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-06-16,Kolkata,700094,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-07-08,Ibadan,Not availabl,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Undergraduate Student,2023-03-30,Lagos,10001,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,United States,Not in Education,2022-10-06,Bismarck,58501,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-04-07,Hyderabad,500018,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2023-05-18,Bahawalngar,62300,0,1,1,1,1,1
['Saint Louis University'],0.0,Ghana,Graduate Program Student,2023-07-14,Tarkwa,233,0,0,0,0,0,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,"Iran, Islamic Republic of Persian Gulf",Graduate Program Student,2022-09-14,Bandar Anzali,4315676675,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-13,Ikeja,33333,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Undergraduate Student,2023-03-19,Bloomington,61704,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-06-25,Makurdi,970101,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-07-28,Jimeta,640001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,South Africa,Undergraduate Student,2023-06-10,Johannesburg,2000,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,High School Student,2022-09-21,Gurgaon,122002,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-03,Nanded,431605,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-11,Kalghatgi,581204,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-08-21,saint louis,63108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-04,Panvel,410222,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",,United States,Undergraduate Student,2023-05-04,Eureka,63025,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,Nigeria,Not in Education,2022-08-29,Lagos,105101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-04-09,Abuja,9002901,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-07-21,Ratnagiri,415806,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-15,Jahun,720103,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-07-09,BOKARO,829116,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-07-25,Fishers,46040,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-09,Mahabubnagar,509001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Vietnam,Undergraduate Student,2023-07-06,Ha Noi,100000,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Sierra Leone,Not in Education,2023-08-06,Freetown,232,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Kenya,Not in Education,2023-06-15,Nairobi,796105814,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-15,New Delhi,110085,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-09,Noida,201301,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Ghana,Undergraduate Student,2023-07-06,Accra,Gs-0127-3838,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-25,Indirapuram,201014,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-07-07,Chennai,600 116,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Vietnam,Undergraduate Student,2023-07-06,Ha Noi,100000,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-06-13,Rasipuram,637401,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Undergraduate Student,2023-02-22,Igando,105107,0,1,1,1,1,1
"['GlobalShala', 'Saint Louis University', 'Excelerate']",0.0,India,Graduate Program Student,2023-04-23,Anantapur,515465,1,1,1,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,High School Student,2023-05-04,Ujjain,456010,1,1,1,1,1,1
"['GlobalShala', 'Saint Louis University', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,Undergraduate Student,2023-01-28,Nandyal,518510,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-06-14,Vizag,531116,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-11,NEW DELHI,110010,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-02,Vizianagaram,535002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-06-23,Abuja,900231,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-06-14,lagos,234,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-04,Visakhapatnam,530048,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Undergraduate Student,2023-06-14,Cairo,11799,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-16,Nagpur,440024,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-16,Indore,453771,0,1,1,1,1,1
"['Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate', 'GlobalShala']",1.0,"Tanzania, United Republic of Tanzania",Undergraduate Student,2023-04-01,Arusha,255,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-07-06,Jos,190003,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Graduate Program Student,2023-03-23,Kasoa,233,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-03,Lagos,112102,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Not in Education,2023-06-15,Takoradi,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-10-23,Sagamu,121102,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,High School Student,2023-05-28,Karachi,75340,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-05-17,Chennai,600073,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,Not in Education,2022-11-25,Hyderabad,500050,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Graduate Program Student,2023-06-13,Assuit,71511,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United Kingdom,Graduate Program Student,2023-08-19,Bolton,BL1 4sq,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Illinois Institute of Technology', 'Excelerate', 'Saint Louis University']",0.0,India,Undergraduate Student,2023-06-25,khammam,507002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Not in Education,2023-07-22,Benin C,300021,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-10-17,Jamshedpur,831002,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-10-07,Khammam,507001,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Graduate Program Student,2023-06-15,Alexandria,21616,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-08-13,BANGALORE,560029,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,Undergraduate Student,2022-09-29,Ahmedabad,380054,0,1,1,1,1,1
"['GlobalShala', 'Saint Louis University', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,United States,Graduate Program Student,2023-01-07,Naperville,60564,0,1,1,1,1,1
