PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,zip,isFromSocialMedia,Excelerate,GlobalShala,Grant Thornton China,Illinois Institute of Technology,Saint Louis University
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-06-14,Midnapore,721102,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-09,Chopda,425107,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,High School Student,2022-10-25,Faridabad,121002,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,Ethiopia,Not in Education,2022-10-14,Addis Ababa,31271,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-15,Surulere,101283,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-23,Mumbai,41102,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Peru,Undergraduate Student,2023-04-29,Cajamarca,6002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-25,Trichy,621 206,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-05,Bhopal,460002,1,1,1,1,1,1
['Illinois Institute of Technology'],0.0,India,Graduate Program Student,2023-05-02,Hubli,580021,0,0,0,0,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,High School Student,2023-04-07,Austin,78750,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-16,Madurai,625012,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-07-06,Thane,401107,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,Not in Education,2022-10-31,Navi Mumbai,400706,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-06-15,Darazo,750106,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Undergraduate Student,2023-07-23,Alexandria,12345,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-09-21,Hyderabad,500039,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Graduate Program Student,2023-06-16,Mianwali,42200,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-09,Hyderabad,500060,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",1.0,United States,Graduate Program Student,2022-09-30,Chicago,60616,0,1,1,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-15,Delhi,110086,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-30,Chennai,600048,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-13,Chennai,600045,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,Ghana,Undergraduate Student,2022-10-17,KUMASI,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Kenya,Graduate Program Student,2023-08-14,Nairobi,50200,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-08,Solapur,413008,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,Dominican Republic,Undergraduate Student,2022-08-25,Santo Domingo,10147,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Undergraduate Student,2023-06-15,Tamale,233,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-21,Nagpur,440022,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-03-19,Agra,282001,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,Undergraduate Student,2022-09-27,Goalpara,783134,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,Nigeria,Not in Education,2022-09-29,Agbado,112107,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Graduate Program Student,2023-06-14,Alexandria,0,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Undergraduate Student,2023-07-06,Lagos,23401,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-08-18,Saint louis,63103,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-01,Hyderabad,500072,1,1,1,1,1,1
"['Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,Nepal,Undergraduate Student,2022-11-10,kathmandu,44600,0,1,0,1,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-14,Lucknow,226031,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-14,Jalpaiguri,735101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2023-06-10,Mardan,23151,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2023-07-10,Karachi,74500,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Graduate Program Student,2023-03-23,Bannu,28000,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-13,DELHI,110032,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-13,Kolkata,700032,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,High School Student,2023-07-24,Bothell,98012,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Kenya,Undergraduate Student,2023-07-28,NAIROBI,100,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-03-16,Bathinda,151001,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-09-21,Guntur,522426,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Undergraduate Student,2023-06-15,Accra,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,High School Student,2023-10-31,Cordova,38018,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-05-11,Bangalore,560042,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-08-08,Tirupati,517507,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-25,Delhi,110093,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,India,Graduate Program Student,2022-09-29,Hyderabad,500035,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-14,Lagos,1887,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-05-04,Lagos,100248,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Vietnam,Undergraduate Student,2023-06-13,Haiphong,180000,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Excelerate', 'Illinois Institute of Technology', 'Saint Louis University']",1.0,Indonesia,Graduate Program Student,2023-03-29,Medan,22392,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-07-23,Lagos,100101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-08-15,Suleja,910101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-07,Erode,638009,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-08-02,Alimosho,100274,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Graduate Program Student,2023-08-04,suez,3030,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-10-30,Hanamkonda,506015,1,1,1,1,1,1
['Illinois Institute of Technology'],1.0,Bangladesh,Not in Education,2023-07-19,Comilla,3500,0,0,0,0,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-18,Bangalore,560066,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-08-03,Awka,420006,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-08-13,Jalore,343021,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-03-09,Okeigbo,351110,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-03-22,Kaduna,80210,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-15,hyderabad,500097,1,1,1,1,1,1
['Saint Louis University'],1.0,India,Undergraduate Student,2023-06-14,Pune,411021,1,0,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-06,Eturu,521180,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-04-07,Proddatur,516360,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Graduate Program Student,2023-06-14,October City,12512,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Kenya,Not in Education,2023-03-29,Nairobi,200,1,1,1,1,1,1
"['Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,United States,High School Student,2023-03-06,Florissant,63031,0,1,0,1,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-07-08,Katsina,820212,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-10-16,Saint Louis,63108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-05-05,Pedana,521366,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Not in Education,2023-05-13,Gujrat,50700,1,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,Bangladesh,High School Student,2022-11-20,Bogura,5800,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Madagascar,Graduate Program Student,2023-05-24,Antsirabe,110,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-06,MALAPPURAM,679331,0,1,1,1,1,1
['Saint Louis University'],1.0,India,High School Student,2023-05-09,Bengaluru,560077,0,0,0,0,0,1
['Saint Louis University'],0.0,India,Graduate Program Student,2023-06-27,Hyderabad,500055,0,0,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-23,Mumbai,400072,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-05-19,LINGAMPET,503108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-07-21,Udaipur,313002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-20,Noida,201301,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-13,Muzaffarour,842003,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-07-06,Varanasi,221007,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-09-18,Dharmavaram,515671,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Illinois Institute of Technology', 'Excelerate', 'Saint Louis University']",1.0,Nigeria,Graduate Program Student,2023-03-25,Ikorodu,102144,1,1,1,1,1,1
"['Illinois Institute of Technology', 'GlobalShala', 'Saint Louis University', 'Excelerate']",,United States,High School Student,2023-02-07,Flint,48532,0,1,1,0,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-16,Lagos,100283,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Not in Education,2023-08-20,Taxila,47010,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-08-18,Bangalore,560100,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-07,Chennai,600042,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-09-12,Thiruninravur,602024,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-07-21,Ikorodu,102222,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-05-25,Saint Louis,63108,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,United States,High School Student,2022-09-09,Marlton,8053,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,High School Student,2022-11-22,Burhanpur,450331,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-09-29,Nileshwar,671314,1,1,1,1,1,1
['Illinois Institute of Technology'],0.0,India,Graduate Program Student,2023-06-13,Mumbai,400022,1,0,0,0,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-06-14,MYSORE,570004,1,1,1,1,1,1
